reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2c285c7f-10f7-4a38-9d6b-a72c3344b824,Muhammad Raffi Apriliansyah,https://play-lh.googleusercontent.com/a-/ALV-UjWKCFicyrhceUgL_X9Er4Pgf7OdQhC7VMXf9Y97JsVMBvtBv9rjIA,keren,5,0,3.4.0,2024-08-25 09:18:24,,,3.4.0
0593b905-bdfa-4480-9a2f-4dd6f37a6258,Nayla Rizky,https://play-lh.googleusercontent.com/a/ACg8ocIzD62YcyhXKrPY8R_2w75Vvp1UJjPH1BnzVSC-tVkfTpwtuQ=mo,"Apk ny seru abis! Top deh pokoknya ceritanya asik"" gak ngebosenin juga bisa baca cerita tanpa harus beli koin alias pake iklan walau iklan nya mengganggu tapi gpp tetep seru kok! Love deh semangat terus buat para kru 😊",5,0,3.4.0,2024-08-25 09:18:19,,,3.4.0
db26f73b-da6a-4b6e-99f4-8c4deb1d01e4,geitsa okta,https://play-lh.googleusercontent.com/a/ACg8ocKqHbN6roxht3hjH1NkwD-TulgybLIcEF_64fOTfLhLAlJlUw=mo,seru banget,5,0,3.4.0,2024-08-25 08:56:50,,,3.4.0
4e077670-c9a6-41aa-9370-c4b04dc0b8d9,Gilang Aditiya,https://play-lh.googleusercontent.com/a-/ALV-UjUYYLWReo5SMfEokthZOlHXeq5IH3x-BYufKMwt7GedmIiThMLV,baguss banget wkwk,5,0,3.4.1,2024-08-25 08:50:03,,,3.4.1
336ef03b-5b3d-4f2d-a307-85d86cc5acde,Aldo Praditya,https://play-lh.googleusercontent.com/a/ACg8ocJNxCWg-W-ShzVYMpyj8TXOJ7R_EAd9qmhpAULbAdIcsh9M_Q=mo,baguss,5,0,3.4.1,2024-08-25 08:36:40,,,3.4.1
d6fe7d6f-6f11-487f-8179-becf94a3569c,karwati awat,https://play-lh.googleusercontent.com/a-/ALV-UjW_70nW9EOMWdmNq8dfVHvO7953b0nGhpfLGhBPfvwY1pHijH0,bgs cuy,5,0,3.4.1,2024-08-25 08:28:38,,,3.4.1
19671e2a-4aa2-4ebe-808a-2dd9a832e1be,Rifky.naufal dzakwan,https://play-lh.googleusercontent.com/a-/ALV-UjXkDTsvN18JW4wH_81KodupihwG_KixT-mcqULV2kQYZJUxPfnP,mantap,5,0,3.4.1,2024-08-25 08:21:48,,,3.4.1
d2dccafd-634c-4b09-b78a-1f3433a7ce33,Husein Desy,https://play-lh.googleusercontent.com/a-/ALV-UjXW6zHtDYgLiyjLLgPL5QiYYWKNeav-gpR1VtUpq-pu6UyqrMSW,love,5,0,3.4.1,2024-08-25 08:05:17,,,3.4.1
fcb0665a-3203-4d63-8d76-a8317f267f89,Raja Mhmd deandra,https://play-lh.googleusercontent.com/a-/ALV-UjVSbh7jrJpjRDowm-dKx1oYISSymup5zTtRL6UKy-Z7Gifw_m7m,seru bgt asli,5,0,3.4.1,2024-08-25 07:23:20,,,3.4.1
44fc48df-1336-4d58-b1e4-5e295bf475c1,Bilqis Alya ramadhani,https://play-lh.googleusercontent.com/a-/ALV-UjVwGTxuXd3L76imWN_BM-7T2uRFEGtTn2-Rej62vhL8qKAzLOka,saya sangat suka seruuu,5,0,3.4.1,2024-08-25 07:11:45,,,3.4.1
fe0c2ec9-6421-4fa4-b11e-49e66b4abc57,Dito Aprilyanto,https://play-lh.googleusercontent.com/a-/ALV-UjUTodj0PPKlg6TyS-AhAvMXAIKMRnqf8MqUNTMafLzaWVXiLyMM,Payah nih apk ko malah kaga bisa dbuka,5,1,3.4.0,2024-08-25 07:09:22,,,3.4.0
3dc2a6c9-e7fa-4ddf-b54a-6c1649a39be8,andra,https://play-lh.googleusercontent.com/a-/ALV-UjUiJ1tf8_2fp0jJZ7WPWgqx3_QjDajo4c6Zue0Dxe-TwkOP1plNEg,asik sekali,5,0,3.4.0,2024-08-25 07:05:57,,,3.4.0
222dd299-5f1b-4c86-8ecc-0565b83052c7,Ibra Ibra,https://play-lh.googleusercontent.com/a/ACg8ocKmzAi_toE4xx8RO8C2OLbN8yRMjDxdytlfl60KfpQ70Vn73w=mo,bagus aplikasi nya,5,0,3.4.1,2024-08-25 06:52:44,,,3.4.1
a34d8f9e-74dd-484f-9b4a-62f42de3f36d,Baper・X1code,https://play-lh.googleusercontent.com/a-/ALV-UjWa8DKhq_32b7wtivRIDbHdlTI7N5i0BIDGnZL3M9Dj2D-uUOE,keren,5,0,3.4.1,2024-08-25 06:39:29,,,3.4.1
acb1bb6a-e669-437f-94ee-a7cd1ac07fa3,Sipa Sipa,https://play-lh.googleusercontent.com/a-/ALV-UjV-bKXO7sDST7Fsqf5HFAEvcy_puRmB3ZrIDhmTbwJS3uMf_DroRQ,good,5,0,3.4.1,2024-08-25 06:16:43,,,3.4.1
0bb85408-5d48-479d-aed8-4d758579ab05,Sinta Putri,https://play-lh.googleusercontent.com/a/ACg8ocIPxnNYCkNuClit0xQUs3DzLKE_vLeYomi80bheNz0wEDydxA=mo,Apk nya seru,5,0,3.4.0,2024-08-25 05:59:13,,,3.4.0
9afec864-41ca-4da6-ae18-bbd6453aac68,Yanti Papia,https://play-lh.googleusercontent.com/a/ACg8ocLvQaFhvmUPbhlMgSmhjV1QFhNYvlV9vXdG02WHSPDdW6MY3Q=mo,apk nya bagus,5,0,3.4.1,2024-08-25 05:46:00,,,3.4.1
248959df-ef4e-4cf1-9a11-e826edeea1b5,Wafiq lutfiyanto,https://play-lh.googleusercontent.com/a/ACg8ocLFZHlkWh-yjHaOoPsi_Yx2J_mAylqhbnoHkwfH6_KgtSnyGTA=mo,mantap,5,0,3.4.1,2024-08-25 05:23:48,,,3.4.1
dc50dd5e-9b9c-4650-8c35-8a1c58846484,Valencia Pd,https://play-lh.googleusercontent.com/a/ACg8ocL71oh822tuF2GwMIYvBmMizVbdr0BXZJlbehEMhiL_kuRJ7w=mo,aplikasi nya bagus banget kalau buat aku soalnya cerita anime yang di mau ada😊😊,5,0,3.4.1,2024-08-25 05:17:39,,,3.4.1
d25ed20b-d38a-4c28-acad-bcffd86532db,bocil Mamat,https://play-lh.googleusercontent.com/a/ACg8ocLmKQG5Hvti-gm0VmCxWCdWN8AR5F6ZXJVaaYD-eZngDTNFxQ=mo,semuanya seru!!!,5,0,3.4.0,2024-08-25 05:16:15,,,3.4.0
c0a30624-59a8-477d-a733-998efc5c6b34,Sherina Rizki Anggraini,https://play-lh.googleusercontent.com/a/ACg8ocIf3KSZYVWrzLCSkxhqaK5DJK1onBwRvV-jKZpVgvzBGk-4PQ=mo,asli seruuuu,5,0,3.4.1,2024-08-25 05:13:48,,,3.4.1
7430d2da-f9e7-4d8b-a9da-d3cb4ed45914,Aida Zahra,https://play-lh.googleusercontent.com/a/ACg8ocKrAmlMTVxziAGEkgFYOE31xpv0bhysRSBdVE9DhripQVgWuQ=mo,Sangatt bagussssssss,5,0,3.4.1,2024-08-25 04:50:39,,,3.4.1
014eb920-b6ea-4326-8d9b-fd85af2a6ff2,Suci Putri,https://play-lh.googleusercontent.com/a/ACg8ocIzh4IGJwOdLjGbmwbJRyYmH9W2cQCiWe4RbnOaTl8B7xTY9Q=mo,baguss,5,0,3.4.1,2024-08-25 04:47:57,,,3.4.1
fce477d9-1644-4704-a87c-810d3dc6667a,Agatha Pey,https://play-lh.googleusercontent.com/a-/ALV-UjXKo3P0C6tzn-YKeEtQG2Y2tQkPOBr2uwFPOnSXpPITzWCT5x0,"baguss bgtt akuu suka ini ,cerita cerita nya banyak yang bagus bagus dan gambar nya juga baguss ,tapi sayangnya selalu ada eps yang terakhir harus nonton iklan tp gpp deh soalnya tetep baguss",5,0,3.4.1,2024-08-25 04:47:20,,,3.4.1
1f93a02c-292b-4e53-997d-338240412444,Milano Damopolii,https://play-lh.googleusercontent.com/a/ACg8ocIxZHjGpvlyDw5yDacqA-L9EYrIzb5-qhBKp0k8UrkhfVI4LQ=mo,𝒃𝒂𝒈𝒖𝒔𝒔 𝒃𝒂𝒏𝒈𝒆𝒕𝒕 𝒂𝒌𝒖 𝒔𝒖𝒌𝒂,5,0,3.4.1,2024-08-25 04:47:04,,,3.4.1
1355065d-870e-48d2-b974-67abd0e3e711,Adi Maulana,https://play-lh.googleusercontent.com/a/ACg8ocIkzDeZN8DAKAKffg_Xpx46oEd-bFKtf26ksTYYrqUYIwKg7A=mo,bagus,5,0,3.4.1,2024-08-25 04:45:05,,,3.4.1
14bfff0a-bf8d-4e90-9c91-cf1284c707b4,muhammad kautsar razki,https://play-lh.googleusercontent.com/a-/ALV-UjUBdLYdHQp66HZNuGka-GnYHSiNmb4mViDDJad1jIjhw58ocOHc,Menarik dan sangat seru,5,0,3.0.0,2024-08-25 04:44:28,,,3.0.0
a68f26a1-0138-4264-991b-09b3e2851248,Humaira Malikah Alpian,https://play-lh.googleusercontent.com/a-/ALV-UjXjW517Ilzp_j1PUzg8nuhs169mpzTiu5x6jMx4oLLswv9AXgxj,i love you,5,0,3.1.6,2024-08-25 04:31:21,,,3.1.6
b199b01a-a6cf-40d6-9a2b-c6bac609b958,Naldy Ruing,https://play-lh.googleusercontent.com/a/ACg8ocLKVSO3aqxUmn9aW6ltkApj2b7UWN_1Mt8Adlyvb6uM8lXL8A=mo,ini keren gak ada iklannya sama sekali aku kasih lima bintang,5,0,3.4.1,2024-08-25 04:22:38,,,3.4.1
275b9204-11e1-4843-a3d3-25ff7c72db2f,Aprill Citra,https://play-lh.googleusercontent.com/a/ACg8ocLYKjpgeM7aUUjbmBZ79ijzVZ4jUpvpw54o1Zt9bvgrjRh32Q=mo,Webtoon aksi fantasi historical dkk mantavp moga lebih sering lg acara bagi bagi koin gratis maklum saya hanyalah sekte iklan aliansi gretongan Moga makin jaya kedepannya aamiin🥰😇,5,0,3.4.1,2024-08-25 03:21:31,,,3.4.1
5c51ef4c-879f-4f5a-8926-31ce51263327,Pur Niasih,https://play-lh.googleusercontent.com/a/ACg8ocLcUVsGZYzR4MR62oHbXbrluX3sn_K7xvTnV0p45haWvHCYtA=mo,"hwaaaa, bagus sekaliiii aku sukaaa, untuk menemani kesepian kuu, terimakasi sudah menciptakan aplikasi sebagus iniii lapiuuu",5,0,3.4.1,2024-08-25 03:07:14,,,3.4.1
a4446b5d-a64c-46e9-81d1-8948f53a2953,Etin Soepriyatin,https://play-lh.googleusercontent.com/a/ACg8ocLeZJ-RC5hpJdHcot6XP15qIfeUAc8YkBdCMc5neFlSMvxrzQ=mo,seru,5,0,3.4.1,2024-08-25 02:49:50,,,3.4.1
5737e79a-2d14-4b8d-8a64-4f9dda9fdeb6,Divo Syams Hajiir 8E,https://play-lh.googleusercontent.com/a-/ALV-UjWkHc8YvYZ5d8cpTUhZzz4i9clIyu5McYYNQUaOY75bLW3MoGtQ,mantap,5,0,3.4.1,2024-08-25 02:03:51,,,3.4.1
64dedb0e-60e1-4a6c-96b0-3fc550dbb97c,arni hartati,https://play-lh.googleusercontent.com/a/ACg8ocL3F0RH1n8bxdPSySU1rGz3ptczJtTwJf6jIgivvkhzJ6G6vg=mo,🥰🥰🥰,5,0,,2024-08-25 02:03:12,,,
d889b255-e744-4e4c-8e2e-0101addbf79c,akungame11,https://play-lh.googleusercontent.com/a/ACg8ocJMyC5pkRN-Eu0jqiP72PGqIvnI90yfHgngBko9bTV9-xov3w=mo,mantap,5,0,,2024-08-25 01:53:48,,,
50c37223-7c5d-42bf-8557-d7fc1bfa476d,Zahrotus Shofa,https://play-lh.googleusercontent.com/a/ACg8ocIDBQmcQ_M1jvTfVplhxPMR0mqNppWL7j5ln4Qw59NID_GU_A=mo,bagus bangetttttttt,5,0,,2024-08-25 01:29:59,,,
caf55308-e36d-43aa-8287-de6f5f0b9081,Muhammad Khoerudin,https://play-lh.googleusercontent.com/a-/ALV-UjXyqrgAGr01KF4UN-YrDMb4hoHSKmJR-t2HR5oFGAxAx9LxZYeu,gud,5,0,3.4.0,2024-08-25 00:48:02,,,3.4.0
fe47ce8c-15a5-419e-824a-063ab5c96c4d,ReNayla Ferisa,https://play-lh.googleusercontent.com/a-/ALV-UjXqIEO4pY9zFcF1cMgyTrbTLhHJUUQb3NmlytpiG-5Bklly0tI,bagus sih menarik cerita nya,5,0,3.4.1,2024-08-25 00:40:26,,,3.4.1
4ef0379d-5577-47d1-8a4b-7f58147812d3,Anjali Manohara,https://play-lh.googleusercontent.com/a/ACg8ocJTWlGdXEyOmUUswNBgiTfWLBeGkpIKRb_OFib1VeL_Jt59Aw=mo,bagus sekali,5,0,,2024-08-24 23:43:54,,,
ddd5f75d-cb7b-4c45-a312-24c7a3d5da2e,Rehan La andi,https://play-lh.googleusercontent.com/a/ACg8ocIyJtA1Z76-acfOq8TMTRqv60Mm32l5CH9ywBDMgwcxa9D3Sg=mo,👍👍👍👍,5,0,,2024-08-24 23:33:31,,,
88bf56a4-8d59-429c-9a03-8b39e1640b18,James Leonardo,https://play-lh.googleusercontent.com/a-/ALV-UjXMZ9uZK3lqfxJ4lGLwyBTcHoqW6fsdtVeQimm77nyzqE90DKuc,menyukai manhwa yg sdh lama ga dibaca yg hanya bsa ditemukan di webtoon,5,0,3.4.0,2024-08-24 22:54:09,,,3.4.0
625cf47f-d791-4345-abb5-06a7b69b5b1e,Firlando Lando,https://play-lh.googleusercontent.com/a/ACg8ocJl09-sSOHHn63EFIQJ093gwwxyDutkPjXd5ykmzeEg8MOPkw=mo,bagak,5,0,3.4.1,2024-08-24 22:40:50,,,3.4.1
2b1183d1-0ad8-4d8e-abb4-0bb0f5c5b51d,Mikola Fahrezi,https://play-lh.googleusercontent.com/a-/ALV-UjU5i2rvPrTB2Q5zjqNLXGgqvT-BTFUUlk5O05CpLaqBeUsoAk3d,"sangat seru, bagus , keren juga",4,0,3.4.0,2024-08-24 22:27:07,,,3.4.0
8ecd2cae-e872-4233-94d0-87ce7034ca8c,salah Benar,https://play-lh.googleusercontent.com/a/ACg8ocKda7EH0VNzttyl3yJ0bNGuIUgqNtS1JtK36RMMc-VjKTs2sw=mo,komik komik di sini bagus tapi tolong jan kasi bayaran buat beberapa episode,5,0,3.4.1,2024-08-24 22:19:09,,,3.4.1
83eb1dbc-fc7c-4db0-8690-019d58288135,Mike Sumekarwati,https://play-lh.googleusercontent.com/a/ACg8ocJ3eGUhS2dScuYLqrb_Mr2d7Qxo1iTmaVTxoDxfWgGoHxquwQ=mo,keren,5,0,3.4.0,2024-08-24 21:50:14,,,3.4.0
2856d580-b488-429c-85a8-b0674f14055b,Joker Quinn,https://play-lh.googleusercontent.com/a/ACg8ocKEZYX64nQ6daK_7M0yNhGxXJMlYHU5sRJlb1AKgO-mQdfKiw=mo,Nice,5,0,3.4.1,2024-08-24 19:10:22,,,3.4.1
3a757133-c364-4f5b-9a0e-be9ea2f75135,Pengen Beli truck,https://play-lh.googleusercontent.com/a/ACg8ocJKR567Wo_e1M1lFLF42i4JsESQGRVy7KJI7YxTnXJMtMgngw=mo,Bagus Banget apalagi klo pas episode seru nya gk harus bayar pake koin🥰,4,0,,2024-08-24 18:19:08,,,
968485db-4a5b-43e8-bb2a-b23c7e4cd520,niyogieb,https://play-lh.googleusercontent.com/a/ACg8ocKcm8kxJxRfEoHYO566XjUXzjKXtY4sIXhA_2QnPfmnH2kO2w=mo,suka polll,5,0,3.4.1,2024-08-24 17:01:11,,,3.4.1
d9dae80d-2483-428a-aa0e-97cdd6c73d6c,na Ta,https://play-lh.googleusercontent.com/a/ACg8ocKEHisXSmjqvl75eqijiOHWvYJjYqutmu8cSQLkwN4rff9sAg=mo,bagus,5,0,,2024-08-24 16:37:31,,,
b9a415f9-453a-4603-8daa-f5db5c40eff0,Anggi Lestari,https://play-lh.googleusercontent.com/a/ACg8ocK-alZ9r-WXJ6xhr0hgaLx7DpUlwgWSZG6eA47kgRW6OYXfvw=mo,"Knpa webtoon sy gak bisa dibuka ya, pdhal sblumnya masih bisa dibuka, udh 3 hari ini setiap buka webtoon gak bisa terus",4,0,3.4.1,2024-08-24 15:50:57,,,3.4.1
ac04bcaf-e9f3-4557-9bd2-e923b43fedcd,Fermina Laiqa,https://play-lh.googleusercontent.com/a-/ALV-UjUPKM257akXPUR-sCTxW18mv_v6KnfYtCbhlekBbNgJRMXBAbNx,enak aj sih bagi yg suka baca cocok sihh dan bagi para wibu jg ini cocok sukaa Ama aplikasi ny bagus deh,4,0,3.4.0,2024-08-24 15:21:25,,,3.4.0
b6818e96-7738-417e-a22d-001592c844a6,Fadlie Akbar,https://play-lh.googleusercontent.com/a-/ALV-UjWVQ6g1JQ0ZLRkKEqOUqSIXiHwXzApcZavLha5f4tqtogQp_W3y,"Gw beli 100 koin terus pembayaran eror, koinnya blm masuk tapi pulsa udah terpotong. Gimana ini woi, apk gajelas anjirr",5,1,3.4.0,2024-08-24 15:15:15,,,3.4.0
c704e7ba-7312-40a5-bf1d-1386f12b44a8,Sugi an,https://play-lh.googleusercontent.com/a/ACg8ocJgXkGl26BH0sGS1IoWfv07QaLblolW-SkrVfiZgyUkAoeRFw=mo,hehe,5,0,3.4.1,2024-08-24 15:11:56,,,3.4.1
c79ddd15-c769-4f1a-a638-40dc4ede00dd,Ashari Muhtar,https://play-lh.googleusercontent.com/a/ACg8ocL8Ekw-cZfYJ0X1tctBiEuFa8BoTFPJM021tz-Oz_D8GQDUQw=mo,ok,5,0,,2024-08-24 15:09:52,,,
bc1a9762-2817-4d96-9013-8071691cb7d7,Ahmad Faisal,https://play-lh.googleusercontent.com/a/ACg8ocKhJHkHOgO8lBPIS6VdkF6gxKwq_O40JKy5AtjvORXIKhnWwg=mo,"Mantap, Bagus",5,0,3.4.1,2024-08-24 15:09:04,,,3.4.1
2c9b1983-7afc-4cde-9b8c-604776b15fae,Ananda,https://play-lh.googleusercontent.com/a/ACg8ocKQ0EjEnOaHMy-dA9DVtm8HfJTwatPxLrRsYsCAl1rAYcbntA=mo,sangat menyenangkan untuk membaca komik disini,5,0,3.4.1,2024-08-24 15:01:52,,,3.4.1
36add066-ad56-411b-a0ef-f77344486dfc,Dwi Prasetyo,https://play-lh.googleusercontent.com/a/ACg8ocKZBk8O8Dp4GeAaFgoLshfX2ibmP1Xsq5Qdt-C1nPrcFKZiUw=mo,belum bisa memberibpenilaian secara sempurna karena baru menggunakan webtoon,4,0,3.4.1,2024-08-24 14:40:28,,,3.4.1
7a38bb0b-59f0-4355-b0cc-4a9edf33195d,ahmada azzuhri,https://play-lh.googleusercontent.com/a-/ALV-UjWJJANWeM-xvrpnTQlfOFAQB-AMTlKK8Mu7Z-mAAquOoo_CXvXQ,Tolong lah Banyak yg di gratisin🙂,4,0,3.4.0,2024-08-24 14:09:23,,,3.4.0
4496695a-cf63-4676-b8a9-e33b2e3bb903,Carisya Carisya,https://play-lh.googleusercontent.com/a/ACg8ocJURUAfrUpyyQgAc3j3nlcUZe0iV50WoJzdefbbLhoh2IUx7A=mo,bagus bgtt,5,0,3.4.1,2024-08-24 13:16:17,,,3.4.1
812234bf-e0c2-4ded-a714-7bf61cc26b82,Muhammd Yunus,https://play-lh.googleusercontent.com/a/ACg8ocJ6XT-PW8v5y5ro4QNw4L-iBJYOcOOZ_E9oGxHBKXhehtWcpg=mo,luarbiasa,5,0,3.4.0,2024-08-24 13:10:16,,,3.4.0
e5ed3c74-9c62-4145-894d-5db41454581f,Chries Rise,https://play-lh.googleusercontent.com/a-/ALV-UjVEn2uw_ImZ4-kNG1hqH6ZsN-NSNpIGtrrR6RSiu6VbwIn2YlB0,Bagus sekali apk weebton ini🤩🤩,5,0,3.4.1,2024-08-24 12:16:13,,,3.4.1
51b5db38-b521-428a-94a2-a461134d76b8,Cat,https://play-lh.googleusercontent.com/a-/ALV-UjXJ6HH_lYEJ-VdcvhNb65DqOfSC8qY7ti8rbu7DzZEdYRmBZzQ,Aplikadi bagus tapi ada yang error di quest citcoin nya yang ambil sreecshot udah ngelakuin intrukisnya gak bisa²,4,0,,2024-08-24 11:57:42,,,
9755cf5b-a0ec-4a83-8f69-c25092a8f403,Assafa M.P,https://play-lh.googleusercontent.com/a-/ALV-UjVlM-7ZtuWgl5T3_aPQPeoIAPiTxkB_eSgPwL_0nDbZXHBhbzt5,Bagus saya jadi gk usah beli beli buku terus jadi nya🥰,5,0,,2024-08-24 11:47:16,,,
4f2febc9-8937-4cbe-8522-716faf822fda,Julia Anggrits,https://play-lh.googleusercontent.com/a/ACg8ocJy-w1kTgEFP5EKpjEhLyyotfP4prD5EbaN-w6zMkCDQ59cSlY=mo,Suka sekali nanti banyakin cerita baru dari koreanya dong.....,4,0,3.1.6,2024-08-24 11:46:48,,,3.1.6
cbd84de8-8a81-4902-8901-0847f56c95a9,kristania official,https://play-lh.googleusercontent.com/a-/ALV-UjXppMXeVQdGCSHrac2yg14TfRFBZpJPkJTpaZxuDZxzvAS-dXd6,banyak cerita seru saya seneng membaca yah,5,0,3.4.1,2024-08-24 11:37:05,,,3.4.1
cc21bd74-0dce-489e-bd1a-7bddb976a2ad,Lilia,https://play-lh.googleusercontent.com/a-/ALV-UjW2z3PqbBgG9t8EID3EV2fkC5BypakAGW-uP68_U6HEYFrJpvgr,いいね,5,0,3.4.1,2024-08-24 11:19:02,,,3.4.1
ec3c10b9-5509-4888-8fc4-ffe6ba04051c,Fais Junior,https://play-lh.googleusercontent.com/a-/ALV-UjVVV-WeLse1KZ2q9uuokxuPZVZmOB7pyHpgKfR-UdSCSyFsXlkG,bahgia sekali,5,0,3.4.1,2024-08-24 11:18:20,,,3.4.1
71941a64-6d28-4f50-878e-b1ac6f3cfb1d,Muhammad Ashrof Fadli,https://play-lh.googleusercontent.com/a/ACg8ocItoJge_PelOKUQ5kneo6Qh13ODeIzKXid5Et7A9j8vNp6reA=mo,ceritanya menarik,5,0,3.4.1,2024-08-24 10:45:01,,,3.4.1
18b0d680-c6df-4036-a02f-b1e8af34b73d,Ratu Bilkis,https://play-lh.googleusercontent.com/a-/ALV-UjXKdIghirZQRR03BqS5QSqLNTbHJzmkBNNVMoMGhm3iWEJGJtQ,Tolong di buka semua nya,5,0,3.4.0,2024-08-24 10:36:05,,,3.4.0
737d3cfe-d7d9-4658-996a-af00ea126392,Ninda Aprilia,https://play-lh.googleusercontent.com/a-/ALV-UjUw0q-7q7F0HCRfg_jy1-mUIg_OIQTMSkpPvgv9iBwpqktzdeI,Komik yang bagus,5,0,,2024-08-24 10:24:49,,,
0c8cc22e-6d4e-473b-ba31-dbee719bf794,Maya Safa,https://play-lh.googleusercontent.com/a/ACg8ocKNbd7-l-JdLKlR_mDYp0Sms_pMyRz0ToLcQjKP3D02hP4H=mo,"menurut aku ini tuh aplikasi nya bagus terus bisa nonton komik yg aku mau seru bacanya,itu doang dari aku , terimakasih",5,0,,2024-08-24 10:06:47,,,
0b4e1133-5ec3-4105-ba57-357f4cecf215,Jum 21Zaid,https://play-lh.googleusercontent.com/a/ACg8ocLm2lOf3O3lCjTh_vGF3yKRWAbEmn2zXcC0nuJNCGIYS0DpVQ=mo,mantap,5,0,3.4.1,2024-08-24 09:23:25,,,3.4.1
dc75514d-62bf-409b-a379-17ec721e4e73,den damar,https://play-lh.googleusercontent.com/a/ACg8ocJJGQ6pPGyGn6iwICdWEYyrSRokH-dAkUJf43DlEHaqwq6PWQ=mo,seruuu,5,0,3.4.0,2024-08-24 09:23:16,,,3.4.0
d90b7a6f-69c2-4182-99eb-15bff8909dac,Vuzi Anugrah,https://play-lh.googleusercontent.com/a-/ALV-UjUtKyei_WQOGQrxANtKQMmG6dy3waWL-UsRkUN9iu6-0z-sKrE,keren bro tolong di perbanyak genrenya,5,0,3.4.1,2024-08-24 09:19:22,,,3.4.1
25a189d3-5d45-483f-a921-8a0214cf8636,dileh,https://play-lh.googleusercontent.com/a-/ALV-UjWIGxPpPFupPVOaV61eMS-Ei62KPzs-ZeeWzI0W70vNNM_Q5rT8,sangat rekomendasi,5,0,,2024-08-24 09:11:39,,,
1adbe2aa-9e17-4d28-a31f-157eaf5d88a6,Abah Abud,https://play-lh.googleusercontent.com/a/ACg8ocLznUwn5-q4XaLEbcCR4DVQ5IyUl5Oqh0Oo_farVofK8dNlmw=mo,seru banget!,4,0,,2024-08-24 08:39:54,,,
5bdaade8-06cb-46cf-9d4c-13c40afbdf2c,Elma Tiana,https://play-lh.googleusercontent.com/a/ACg8ocLSgxCLJHGwXHp3tPxsgsXCPwADi2Lr6DVyN0slTNFVUvN-2g=mo,Saya menyukai apk ini tapi ada beberapa yang bikin saya kesal yang 1.saat saya cari webtoon tapi saya tidak ketemu cerita yang saya cari,4,0,3.4.1,2024-08-24 08:28:14,,,3.4.1
